Year,Country of Origin Name,Country of Asylum Name,Population Type,location,urbanRural,accommodationType,Female 0-4,Female 5-11,Female 12-17,Female 18-59,Female 60 or more,Female Unknown,Female Total,Male 0-4,Male 5-11,Male 12-17,Male 18-59,Male 60 or more,Male Unknown,Male Total,Total,Population_Type_Encoded,PopType_ASY,PopType_IDP,PopType_RDP,PopType_REF,PopType_RET
2001,Afghanistan,Sri Lanka,ASY,Colombo,U,U,6,0,0,0,0,0,6,0,7,0,0,0,0,7,13,0,True,False,False,False,False
2001,Iraq,Sri Lanka,ASY,Colombo,U,U,0,7,0,0,0,0,7,5,0,0,5,0,0,10,17,0,True,False,False,False,False
2001,Iraq,Sri Lanka,REF,Colombo,U,U,0,0,5,0,0,0,5,0,0,0,8,0,0,8,13,1,False,False,False,True,False
2001,Sri Lanka,Sri Lanka,IDP,Dispersed in the country / territory,R,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683286,2,False,True,False,False,False
2001,Sri Lanka,Sri Lanka,IDP,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48552,2,False,True,False,False,False
2001,Sri Lanka,Sri Lanka,RET,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,False,False,False,False,True
2002,Afghanistan,Sri Lanka,ASY,Colombo,R,U,6,0,0,0,0,0,6,0,7,0,0,0,0,7,13,0,True,False,False,False,False
2002,Iraq,Sri Lanka,REF,Colombo,R,U,0,0,9,0,0,0,9,0,0,0,13,0,0,13,22,1,False,False,False,True,False
2002,Sri Lanka,Sri Lanka,IDP,Dispersed in the country / territory,R,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462826,2,False,True,False,False,False
2002,Sri Lanka,Sri Lanka,RDP,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269012,4,False,False,True,False,False
2002,Sri Lanka,Sri Lanka,RET,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439,3,False,False,False,False,True
2003,Afghanistan,Sri Lanka,ASY,Colombo,U,U,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5,0,True,False,False,False,False
2003,Afghanistan,Sri Lanka,REF,Colombo,U,U,0,5,0,0,0,0,5,0,7,0,0,0,0,7,12,1,False,False,False,True,False
2003,Iraq,Sri Lanka,REF,Colombo,U,U,0,7,0,0,0,0,7,0,0,0,7,0,0,7,14,1,False,False,False,True,False
2003,Sri Lanka,Sri Lanka,IDP,Ampara,U,U,271,597,512,2613,322,0,4315,281,626,536,2438,331,0,4212,8527,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Anuradhapura,C,U,294,571,489,1989,171,0,3514,300,587,503,1890,181,0,3461,6975,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Anuradhapura,U,U,431,951,816,4165,513,0,6876,447,997,855,3886,528,0,6713,13589,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Badulla,U,U,8,18,15,78,9,0,128,9,19,16,73,10,0,127,255,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Batticaloa,U,U,875,1930,1655,8451,1040,0,13951,908,2024,1735,7886,1072,0,13625,27576,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Colombo,C,U,19,37,32,129,12,0,229,20,38,32,123,12,0,225,454,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Colombo,U,U,96,211,181,925,113,0,1526,100,222,190,863,118,0,1493,3019,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Galle,U,U,18,40,35,178,21,0,292,20,43,37,166,23,0,289,581,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Gampaha,U,U,76,167,143,733,90,0,1209,79,176,150,682,93,0,1180,2389,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Hambantota,U,U,5,7,5,32,5,0,54,5,7,7,30,5,0,54,108,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Jaffna,C,U,435,842,721,2931,252,0,5181,441,864,741,2784,265,0,5095,10276,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Jaffna,U,U,1640,3620,3102,15850,1951,0,26163,1704,3796,3254,14791,2010,0,25555,51718,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Kalutara,U,U,27,60,52,264,32,0,435,29,64,54,247,34,0,428,863,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Kandy,U,U,5,8,6,37,5,0,61,5,10,8,37,5,0,65,126,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Kegalle,U,U,0,6,0,14,0,0,20,0,0,8,16,0,0,24,44,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Kilinochchi,C,U,436,843,723,2937,254,0,5193,442,866,742,2790,265,0,5105,10298,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Kilinochchi,U,U,1049,2314,1983,10132,1247,0,16725,1089,2426,2080,9454,1285,0,16334,33059,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Kurunegala,C,U,36,70,60,244,21,0,431,37,72,62,232,24,0,427,858,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Kurunegala,U,U,75,163,140,715,88,0,1181,76,171,147,670,91,0,1155,2336,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Mannar,C,U,225,435,373,1516,130,0,2679,228,447,383,1440,137,0,2635,5314,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Mannar,U,U,881,1944,1667,8513,1048,0,14053,915,2039,1748,7945,1079,0,13726,27779,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Matale,U,U,87,194,166,850,104,0,1401,92,204,175,793,108,0,1372,2773,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Matara,U,U,39,87,75,383,47,0,631,42,92,79,358,49,0,620,1251,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Mullaitivu,C,U,364,704,603,2452,212,0,4335,369,723,619,2328,221,0,4260,8595,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Mullaitivu,U,U,1651,3644,3123,15954,1964,0,26336,1716,3821,3276,14889,2024,0,25726,52062,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Polonnaruwa,C,U,21,41,36,144,12,0,254,22,43,37,138,14,0,254,508,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Polonnaruwa,U,U,85,187,160,818,101,0,1351,88,196,168,764,104,0,1320,2671,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Puttalam,C,U,1474,2855,2447,9946,855,0,17577,1502,2933,2514,9451,899,0,17299,34876,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Puttalam,U,U,386,852,730,3730,459,0,6157,401,893,766,3480,474,0,6014,12171,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Ratnapura,U,U,5,9,9,45,5,0,73,5,11,10,44,6,0,76,149,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Trincomalee,C,U,158,305,261,1063,91,0,1878,160,313,269,1010,96,0,1848,3726,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Trincomalee,U,U,535,1179,1011,5163,636,0,8524,555,1236,1060,4818,654,0,8323,16847,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Vavuniya,C,U,431,834,714,2904,249,0,5132,438,857,735,2758,262,0,5050,10182,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,IDP,Vavuniya,U,U,1083,2390,2049,10466,1288,0,17276,1125,2507,2148,9766,1327,0,16873,34149,2,False,True,False,False,False
2003,Sri Lanka,Sri Lanka,RDP,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76722,4,False,False,True,False,False
2003,Sri Lanka,Sri Lanka,RET,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5025,3,False,False,False,False,True
2004,Afghanistan,Sri Lanka,REF,Colombo,U,U,0,0,7,0,0,0,7,0,0,8,0,0,0,8,15,1,False,False,False,True,False
2004,Iraq,Sri Lanka,REF,Colombo,U,U,0,7,0,0,0,0,7,0,0,0,5,0,0,5,12,1,False,False,False,True,False
2004,Sri Lanka,Sri Lanka,IDP,Ampara,U,U,125,276,237,1207,149,0,1994,130,290,248,1126,153,0,1947,3941,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Anuradhapura,C,U,204,394,338,1373,118,0,2427,207,404,347,1307,124,0,2389,4816,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Anuradhapura,U,U,182,401,345,1759,217,0,2904,190,421,361,1643,224,0,2839,5743,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Badulla,U,U,8,17,14,73,9,0,121,8,18,15,68,9,0,118,239,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Batticaloa,U,U,648,1429,1225,6259,770,0,10331,673,1499,1285,5841,794,0,10092,20423,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Colombo,C,U,15,28,24,98,8,0,173,15,29,25,93,9,0,171,344,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Colombo,U,U,75,165,142,723,89,0,1194,78,173,149,673,92,0,1165,2359,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Galle,U,U,18,40,34,174,21,0,287,19,42,36,162,22,0,281,568,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Gampaha,U,U,65,143,122,624,77,0,1031,67,150,128,581,79,0,1005,2036,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Hambantota,U,U,5,7,5,32,5,0,54,5,7,7,30,5,0,54,108,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Jaffna,C,U,373,723,619,2518,217,0,4450,379,743,636,2391,228,0,4377,8827,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Jaffna,U,U,1741,3841,3292,16820,2069,0,27763,1809,4029,3453,15698,2134,0,27123,54886,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Kalutara,U,U,27,59,50,258,32,0,426,28,62,53,239,33,0,415,841,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Kandy,U,U,0,0,0,7,0,0,7,0,0,0,6,0,0,6,13,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Kegalle,U,U,0,6,0,15,0,0,21,0,0,7,13,0,0,20,41,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Kilinochchi,C,U,308,595,510,2074,179,0,3666,313,612,524,1969,188,0,3606,7272,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Kilinochchi,U,U,625,1380,1183,6046,744,0,9978,650,1448,1241,5640,767,0,9746,19724,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Kurunegala,C,U,26,50,43,174,15,0,308,26,52,44,165,16,0,303,611,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Kurunegala,U,U,79,175,150,766,94,0,1264,83,184,157,715,97,0,1236,2500,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Mannar,C,U,147,285,244,990,85,0,1751,150,292,251,940,90,0,1723,3474,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Mannar,U,U,849,1873,1606,8205,1010,0,13543,883,1965,1685,7655,1041,0,13229,26772,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Matale,U,U,87,192,165,839,103,0,1386,90,201,173,782,107,0,1353,2739,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Matara,U,U,39,87,74,378,47,0,625,41,91,78,353,48,0,611,1236,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Mullaitivu,C,U,126,243,209,847,73,0,1498,128,250,215,803,77,0,1473,2971,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Mullaitivu,U,U,1758,3881,3327,16998,2091,0,28055,1828,4071,3490,15862,2157,0,27408,55463,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Polonnaruwa,C,U,11,22,18,75,6,0,132,11,22,19,70,7,0,129,261,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Polonnaruwa,U,U,81,179,153,781,96,0,1290,84,187,161,729,99,0,1260,2550,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Puttalam,C,U,1372,2657,2277,9257,797,0,16360,1396,2730,2340,8792,838,0,16096,32456,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Puttalam,U,U,927,2045,1753,8956,1101,0,14782,964,2145,1838,8356,1136,0,14439,29221,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Ratnapura,U,U,5,9,8,42,5,0,69,5,10,9,40,5,0,69,138,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Trincomalee,C,U,101,196,168,682,59,0,1206,103,201,173,647,62,0,1186,2392,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Trincomalee,U,U,544,1201,1030,5260,647,0,8682,566,1260,1079,4910,667,0,8482,17164,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Vavuniya,C,U,391,759,650,2643,228,0,4671,398,780,668,2510,240,0,4596,9267,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,IDP,Vavuniya,U,U,967,2134,1828,9344,1149,0,15422,1005,2238,1918,8720,1185,0,15066,30488,2,False,True,False,False,False
2004,Sri Lanka,Sri Lanka,RDP,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34220,4,False,False,True,False,False
2004,Sri Lanka,Sri Lanka,RET,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10032,3,False,False,False,False,True
2004,Maldives,Sri Lanka,ASY,Colombo,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,True,False,False,False,False
2004,Pakistan,Sri Lanka,ASY,Colombo,U,U,0,0,8,12,0,0,20,0,5,0,18,0,0,23,43,0,True,False,False,False,False
2004,Pakistan,Sri Lanka,REF,Colombo,U,U,9,0,0,8,0,0,17,0,0,8,8,0,0,16,33,1,False,False,False,True,False
2005,Afghanistan,Sri Lanka,REF,Colombo,U,U,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5,1,False,False,False,True,False
2005,Iraq,Sri Lanka,REF,Colombo,U,U,0,0,5,5,0,0,10,0,0,0,6,0,0,6,16,1,False,False,False,True,False
2005,Sri Lanka,Sri Lanka,IDP,Ampara,U,U,125,276,236,1205,148,0,1990,130,289,248,1126,153,0,1946,3936,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Anuradhapura,C,U,177,342,294,1193,103,0,2109,180,352,302,1134,108,0,2076,4185,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Anuradhapura,U,U,167,368,316,1612,199,0,2662,174,387,331,1506,205,0,2603,5265,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Badulla,U,U,8,17,14,73,9,0,121,8,18,15,68,9,0,118,239,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Batticaloa,U,U,645,1424,1220,6234,767,0,10290,671,1493,1280,5818,791,0,10053,20343,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Colombo,C,U,15,28,24,98,8,0,173,15,29,25,93,9,0,171,344,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Colombo,U,U,65,144,123,630,77,0,1039,68,151,129,587,80,0,1015,2054,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Galle,U,U,18,40,34,174,21,0,287,19,42,36,163,22,0,282,569,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Gampaha,U,U,61,135,116,593,73,0,978,64,142,122,553,75,0,956,1934,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Jaffna,C,U,349,675,578,2350,202,0,4154,354,693,594,2234,213,0,4088,8242,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Jaffna,U,U,1693,3736,3203,16359,2013,0,27004,1760,3919,3359,15268,2076,0,26382,53386,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Kalutara,U,U,27,59,50,257,32,0,425,28,62,53,241,33,0,417,842,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Kegalle,U,U,0,6,0,14,0,0,20,0,0,7,14,0,0,21,41,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Kilinochchi,C,U,308,596,511,2076,179,0,3670,313,613,525,1973,188,0,3612,7282,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Kilinochchi,U,U,247,545,468,2390,294,0,3944,257,572,491,2229,303,0,3852,7796,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Kurunegala,C,U,14,28,24,97,8,0,171,15,29,24,93,9,0,170,341,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Kurunegala,U,U,79,175,150,768,94,0,1266,83,184,157,716,97,0,1237,2503,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Mannar,C,U,118,229,197,798,69,0,1411,120,235,202,759,72,0,1388,2799,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Mannar,U,U,732,1616,1386,7079,871,0,11684,761,1696,1453,6606,898,0,11414,23098,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Matale,U,U,76,167,143,731,90,0,1207,79,176,150,683,93,0,1181,2388,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Matara,U,U,29,64,54,278,34,0,459,30,67,57,259,35,0,448,907,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Mullaitivu,C,U,97,187,161,652,56,0,1153,99,193,165,621,59,0,1137,2290,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Mullaitivu,U,U,1714,3782,3242,16560,2038,0,27336,1781,3967,3400,15455,2101,0,26704,54040,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Polonnaruwa,C,U,11,22,18,75,6,0,132,11,22,19,70,7,0,129,261,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Polonnaruwa,U,U,80,176,151,771,95,0,1273,83,185,158,719,98,0,1243,2516,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Puttalam,C,U,1374,2661,2280,9268,798,0,16381,1398,2734,2343,8806,839,0,16120,32501,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Puttalam,U,U,877,1936,1660,8481,1043,0,13997,912,2031,1741,7914,1076,0,13674,27671,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Ratnapura,U,U,5,9,8,43,5,0,70,5,10,9,39,5,0,68,138,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Trincomalee,C,U,101,196,168,683,59,0,1207,103,201,173,649,62,0,1188,2395,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Trincomalee,U,U,530,1169,1002,5119,630,0,8450,550,1226,1051,4776,649,0,8252,16702,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Vavuniya,C,U,309,598,513,2084,179,0,3683,314,615,527,1981,189,0,3626,7309,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,IDP,Vavuniya,U,U,963,2126,1823,9311,1146,0,15369,1001,2230,1912,8689,1181,0,15013,30382,2,False,True,False,False,False
2005,Sri Lanka,Sri Lanka,RDP,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27185,4,False,False,True,False,False
2005,Sri Lanka,Sri Lanka,RET,Dispersed in the country / territory,R,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700,3,False,False,False,False,True
2005,Pakistan,Sri Lanka,ASY,Colombo,U,U,0,6,6,24,0,0,36,5,6,6,64,0,0,81,117,0,True,False,False,False,False
2005,Pakistan,Sri Lanka,REF,Colombo,U,U,5,6,5,19,0,0,35,6,9,8,27,0,0,50,85,1,False,False,False,True,False
2006,Afghanistan,Sri Lanka,REF,Colombo,U,U,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5,1,False,False,False,True,False
2006,India,Sri Lanka,ASY,Colombo,U,U,0,0,0,7,0,0,7,0,0,0,0,0,0,0,7,0,True,False,False,False,False
2006,Iraq,Sri Lanka,ASY,Colombo,U,U,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7,0,True,False,False,False,False
2006,Iraq,Sri Lanka,REF,Colombo,U,U,0,5,0,5,0,0,10,0,0,0,6,0,0,6,16,1,False,False,False,True,False
2006,Sri Lanka,Sri Lanka,IDP,Ampara,V,U,0,0,0,0,0,3060,3060,0,0,0,0,0,2940,2940,6000,2,False,True,False,False,False
2006,Sri Lanka,Sri Lanka,IDP,Anuradhapura,V,U,0,0,0,0,0,5100,5100,0,0,0,0,0,4900,4900,10000,2,False,True,False,False,False
2006,Sri Lanka,Sri Lanka,IDP,Batticaloa,V,U,0,0,0,0,0,45900,45900,0,0,0,0,0,44100,44100,90000,2,False,True,False,False,False
2006,Sri Lanka,Sri Lanka,IDP,Colombo,U,U,0,0,0,0,0,1223,1223,0,0,0,0,0,1175,1175,2398,2,False,True,False,False,False
2006,Sri Lanka,Sri Lanka,IDP,Dispersed in the country / territory,V,U,0,0,0,0,0,2613,2613,0,0,0,0,0,2511,2511,5124,2,False,True,False,False,False
2006,Sri Lanka,Sri Lanka,IDP,Gampaha,V,U,0,0,0,0,0,986,986,0,0,0,0,0,948,948,1934,2,False,True,False,False,False
2006,Sri Lanka,Sri Lanka,IDP,Jaffna,V,U,0,0,0,0,0,43860,43860,0,0,0,0,0,42140,42140,86000,2,False,True,False,False,False
